# TestSimulation (Up to date)
# 636 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
66.118,72.491,72.491,-4.144,4.636,-0.022,0.031,-86.817,0.006,86.817,270.004,2.079,0.022,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.07,90,14.529,1004.748,0.001,340.103,0.012,1.185e5,2.5,4.909,0.212,0.336,6.11e-4
66.33,71.612,71.612,-4.148,4.638,0.022,0.639,-87.258,0.006,87.258,270.004,2.074,0.639,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.595,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.345,90,14.535,1004.851,0.001,340.107,0.012,1.189e5,2.5,4.909,0.212,0.336,6.112e-4
66.542,70.734,70.734,-4.144,4.696,-0.019,0.109,-87.712,0.006,87.712,270.004,2.21,0.107,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.164,90,14.54,1004.954,0.001,340.11,0.012,1.185e5,2.5,4.909,0.212,0.336,6.207e-4
66.754,69.855,69.855,-4.148,4.689,0.019,0.603,-88.178,0.006,88.178,270.004,2.187,0.603,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.594,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.932,90,14.546,1005.057,0.001,340.114,0.012,1.189e5,2.5,4.909,0.212,0.336,6.195e-4
66.966,68.977,68.977,-4.144,4.627,3.822e-4,0.596,-88.627,0.006,88.627,270.004,2.059,0.596,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.807,90,14.552,1005.16,0.001,340.117,0.012,1.188e5,2.5,4.909,0.212,0.336,6.097e-4
67.178,68.098,68.098,-4.144,4.572,-0.011,0.353,-89.05,0.006,89.05,270.004,1.933,0.353,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.083,90,14.557,1005.263,0.001,340.121,0.012,1.186e5,2.5,4.909,0.212,0.336,6.008e-4
67.39,67.22,67.22,-4.146,4.607,-0.004,0.181,-89.468,0.006,89.468,270.004,2.008,0.181,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.932,90,14.563,1005.366,0.001,340.124,0.012,1.186e5,2.5,4.909,0.212,0.337,6.062e-4
67.601,66.341,66.341,-4.147,4.591,0.033,0.818,-89.889,0.006,89.889,270.004,1.97,0.817,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.596,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.315,90,14.569,1005.469,0.001,340.128,0.012,1.191e5,2.5,4.909,0.212,0.337,6.037e-4
67.813,65.464,65.464,-4.14,4.662,-0.033,0.034,-90.325,0.006,90.325,270.003,2.143,0.008,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.59,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.146,90,14.574,1005.572,0.001,340.131,0.012,1.185e5,2.5,4.909,0.212,0.337,6.153e-4
68.025,64.585,64.585,-4.147,4.669,0.019,0.6,-90.779,0.005,90.779,270.003,2.144,0.6,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.594,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.891,90,14.58,1005.675,0.001,340.134,0.012,1.189e5,2.5,4.909,0.212,0.337,6.162e-4
68.237,63.707,63.707,-4.143,4.608,-0.017,0.111,-91.22,0.005,91.22,270.003,2.017,0.11,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.064,90,14.586,1005.778,0.001,340.138,0.012,1.186e5,2.5,4.909,0.212,0.337,6.066e-4
68.449,62.829,62.829,-4.146,4.621,0.009,0.411,-91.65,0.005,91.65,270.003,2.041,0.411,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.867,90,14.592,1005.881,0.001,340.141,0.012,1.188e5,2.5,4.909,0.212,0.337,6.086e-4
68.661,61.951,61.951,-4.145,4.582,-0.007,0.097,-92.073,0.005,92.073,270.003,1.954,0.096,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.995,90,14.597,1005.984,0.001,340.145,0.012,1.186e5,2.5,4.909,0.212,0.337,6.023e-4
68.873,61.073,61.073,-4.146,4.592,0.005,0.296,-92.489,0.005,92.489,270.003,1.974,0.296,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.099,90,14.603,1006.087,0.001,340.148,0.012,1.187e5,2.5,4.909,0.212,0.337,6.039e-4
69.084,60.196,60.196,-4.145,4.618,0.003,0.361,-92.913,0.005,92.913,270.003,2.037,0.361,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.884,90,14.609,1006.19,0.001,340.152,0.012,1.187e5,2.5,4.909,0.212,0.337,6.082e-4
69.296,59.318,59.318,-4.145,4.585,0.026,0.796,-93.337,0.005,93.337,270.003,1.96,0.796,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.596,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.625,90,14.614,1006.293,0.001,340.155,0.012,1.19e5,2.5,4.909,0.212,0.338,6.028e-4
69.508,58.441,58.441,-4.139,4.51,-0.029,0.217,-93.734,0.005,93.734,270.003,1.792,0.215,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.59,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.701,90,14.62,1006.396,0.001,340.159,0.012,1.185e5,2.5,4.909,0.212,0.338,5.909e-4
69.72,57.563,57.563,-4.145,4.498,0.005,0.37,-94.109,0.005,94.109,270.003,1.746,0.37,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.903,90,14.626,1006.499,0.001,340.162,0.012,1.188e5,2.5,4.909,0.212,0.338,5.887e-4
69.931,56.685,56.685,-4.144,4.528,0.015,0.647,-94.487,0.005,94.487,270.003,1.825,0.647,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.594,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.098,90,14.632,1006.602,0.001,340.166,0.012,1.189e5,2.5,4.909,0.212,0.338,5.936e-4
70.143,55.808,55.808,-4.141,4.582,-0.017,0.246,-94.888,0.005,94.888,270.003,1.962,0.246,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.066,90,14.637,1006.705,0.001,340.169,0.012,1.186e5,2.5,4.909,0.212,0.338,6.024e-4
70.355,54.931,54.931,-4.144,4.608,0.01,0.493,-95.309,0.005,95.309,270.003,2.014,0.493,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.805,90,14.643,1006.808,0.001,340.173,0.012,1.188e5,2.5,4.909,0.212,0.338,6.065e-4
70.567,54.054,54.054,-4.142,4.561,-0.009,0.216,-95.724,0.005,95.724,270.003,1.909,0.215,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.818,90,14.649,1006.91,0.001,340.176,0.012,1.187e5,2.5,4.909,0.212,0.338,5.99e-4
70.779,53.176,53.176,-4.144,4.544,0.009,0.464,-96.124,0.005,96.124,270.003,1.864,0.464,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.06,90,14.654,1007.013,0.001,340.179,0.012,1.188e5,2.5,4.909,0.212,0.338,5.962e-4
70.99,52.299,52.299,-4.142,4.583,-0.01,0.011,-96.528,0.005,96.528,270.003,1.962,0.005,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.96,90,14.66,1007.116,0.001,340.183,0.012,1.187e5,2.5,4.909,0.212,0.338,6.026e-4
71.202,51.422,51.422,-4.144,4.585,0.002,0.145,-96.944,0.005,96.944,270.003,1.961,0.145,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9,90,14.666,1007.219,0.001,340.186,0.012,1.187e5,2.5,4.909,0.212,0.338,6.028e-4
71.414,50.545,50.545,-4.144,4.571,2.321e-4,0.099,-97.355,0.005,97.355,270.003,1.93,0.099,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.972,90,14.671,1007.322,0.001,340.19,0.012,1.187e5,2.5,4.909,0.212,0.339,6.006e-4
71.625,49.668,49.668,-4.144,4.58,0.002,0.198,-97.766,0.005,97.766,270.003,1.951,0.198,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.867,90,14.677,1007.425,0.001,340.193,0.012,1.188e5,2.5,4.909,0.212,0.339,6.02e-4
71.837,48.791,48.791,-4.143,4.562,-9.79e-4,0.065,-98.174,0.005,98.174,270.003,1.909,0.065,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.937,90,14.683,1007.528,0.001,340.197,0.012,1.187e5,2.5,4.909,0.212,0.339,5.991e-4
72.048,47.914,47.914,-4.144,4.568,0.001,0.118,-98.58,0.005,98.58,270.003,1.923,0.118,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.873,90,14.689,1007.63,0.001,340.2,0.012,1.187e5,2.5,4.909,0.212,0.339,6.001e-4
72.26,47.038,47.038,-4.143,4.557,3.486e-4,0.07,-98.984,0.005,98.984,270.003,1.898,0.07,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.928,90,14.694,1007.733,0.001,340.204,0.012,1.187e5,2.5,4.909,0.212,0.339,5.984e-4
72.471,46.161,46.161,-4.143,4.563,0.002,0.193,-99.387,0.005,99.387,270.003,1.913,0.193,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.831,90,14.7,1007.836,0.001,340.207,0.012,1.188e5,2.5,4.909,0.212,0.339,5.993e-4
72.683,45.285,45.285,-4.143,4.546,4.045e-4,0.171,-99.787,0.005,99.787,270.003,1.872,0.171,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.944,90,14.706,1007.939,0.001,340.211,0.012,1.188e5,2.5,4.909,0.212,0.339,5.965e-4
72.895,44.408,44.408,-4.143,4.561,6.46e-5,0.122,-100.187,0.005,100.187,270.003,1.908,0.122,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.856,90,14.711,1008.042,0.001,340.214,0.012,1.187e5,2.5,4.909,0.5,0.339,5.99e-4
73.395,42.337,42.337,-4.143,4.536,0.026,0.706,-101.126,0.005,101.126,270.003,1.847,0.705,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.595,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.145,90,14.725,1008.285,0.001,340.222,0.012,1.191e5,2.5,4.909,0.212,0.339,5.949e-4
73.606,41.461,41.461,-4.137,4.593,0.02,0.941,-101.532,0.005,101.532,270.003,1.996,0.941,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.596,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.393,90,14.731,1008.387,0.001,340.226,0.012,1.191e5,2.5,4.909,0.212,0.34,6.044e-4
73.818,40.586,40.586,-4.133,4.68,-0.043,0.159,-101.976,0.005,101.976,270.003,2.195,0.154,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.589,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.261,90,14.736,1008.49,0.001,340.229,0.012,1.185e5,2.5,4.909,0.212,0.34,6.185e-4
74.03,39.708,39.708,-4.142,4.703,0.002,0.212,-102.445,0.005,102.445,270.003,2.228,0.212,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.317,90,14.742,1008.593,0.001,340.232,0.012,1.188e5,2.5,4.909,0.212,0.34,6.219e-4
74.241,38.832,38.832,-4.141,4.724,-8.783e-4,0.109,-102.921,0.005,102.921,270.003,2.273,0.109,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.319,90,14.748,1008.696,0.001,340.236,0.012,1.188e5,2.5,4.909,0.212,0.34,6.253e-4
74.453,37.957,37.957,-4.142,4.735,3.548e-4,0.057,-103.404,0.005,103.404,270.003,2.296,0.057,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.272,90,14.753,1008.798,0.001,340.239,0.012,1.188e5,2.5,4.909,0.211,0.34,6.271e-4
74.664,37.081,37.081,-4.142,4.729,0.02,0.617,-103.888,0.005,103.888,270.003,2.284,0.617,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.594,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.023,90,14.759,1008.901,0.001,340.243,0.012,1.19e5,2.5,4.909,0.211,0.34,6.262e-4
74.876,36.205,36.205,-4.137,4.664,0.01,0.755,-104.357,0.005,104.357,270.003,2.153,0.755,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.594,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.835,90,14.765,1009.004,0.001,340.246,0.012,1.19e5,2.5,4.909,0.212,0.34,6.158e-4
75.088,35.33,35.33,-4.135,4.59,-0.027,0.151,-104.796,0.005,104.796,270.003,1.993,0.148,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.59,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.056,90,14.77,1009.106,0.001,340.25,0.012,1.186e5,2.5,4.909,0.212,0.34,6.04e-4
75.299,34.454,34.454,-4.141,4.609,0.003,0.261,-105.221,0.005,105.221,270.003,2.025,0.261,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.135,90,14.776,1009.209,0.001,340.253,0.012,1.188e5,2.5,4.909,0.211,0.34,6.069e-4
75.511,33.578,33.578,-4.14,4.633,-0.002,0.107,-105.655,0.005,105.655,270.003,2.08,0.107,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.035,90,14.782,1009.312,0.001,340.257,0.012,1.188e5,2.5,4.909,0.211,0.34,6.107e-4
75.722,32.702,32.702,-4.141,4.624,0.003,0.214,-106.093,0.005,106.093,270.003,2.057,0.214,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.148,90,14.787,1009.415,0.001,340.26,0.012,1.188e5,2.5,4.909,0.211,0.341,6.092e-4
75.934,31.827,31.827,-4.14,4.643,0.001,0.229,-106.533,0.005,106.533,270.003,2.102,0.229,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.199,90,14.793,1009.517,0.001,340.264,0.012,1.188e5,2.5,4.909,0.211,0.341,6.124e-4
76.145,30.952,30.952,-4.14,4.665,-0.002,0.051,-106.982,0.005,106.982,270.003,2.151,0.051,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.13,90,14.799,1009.62,0.001,340.267,0.012,1.188e5,2.5,4.909,0.211,0.341,6.159e-4
76.357,30.076,30.076,-4.14,4.661,0.004,0.274,-107.436,0.005,107.436,270.003,2.14,0.274,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.024,90,14.805,1009.723,0.001,340.27,0.012,1.188e5,2.5,4.909,0.211,0.341,6.152e-4
76.568,29.201,29.201,-4.139,4.633,0.001,0.298,-107.882,0.005,107.882,270.003,2.082,0.298,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.956,90,14.81,1009.825,0.001,340.274,0.012,1.188e5,2.5,4.909,0.211,0.341,6.108e-4
76.779,28.326,28.326,-4.139,4.605,-0.004,0.043,-108.316,0.005,108.316,270.003,2.019,0.043,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.037,90,14.816,1009.928,0.001,340.277,0.012,1.188e5,2.5,4.909,0.211,0.341,6.062e-4
76.991,27.451,27.451,-4.14,4.61,0.005,0.303,-108.744,0.005,108.744,270.003,2.028,0.303,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9,90,14.822,1010.03,0.001,340.281,0.012,1.189e5,2.5,4.909,0.211,0.341,6.07e-4
77.202,26.576,26.576,-4.139,4.581,8.49e-5,0.279,-109.165,0.005,109.165,270.003,1.964,0.279,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.846,90,14.827,1010.133,0.001,340.284,0.012,1.188e5,2.5,4.909,0.5,0.341,6.024e-4
77.702,24.507,24.507,-4.139,4.523,-0.001,0.141,-110.113,0.005,110.113,270.003,1.825,0.141,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.885,90,14.841,1010.376,0.001,340.292,0.012,1.188e5,2.5,4.909,0.211,0.341,5.929e-4
77.914,23.632,23.632,-4.139,4.535,-9.175e-5,0.051,-110.502,0.005,110.502,270.003,1.855,0.051,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.876,90,14.846,1010.478,0.001,340.296,0.012,1.188e5,2.5,4.909,0.211,0.342,5.949e-4
78.125,22.757,22.757,-4.139,4.54,8.655e-4,0.062,-110.895,0.005,110.895,270.003,1.865,0.062,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.892,90,14.852,1010.581,0.001,340.299,0.012,1.188e5,2.5,4.909,0.211,0.342,5.957e-4
78.336,21.883,21.883,-4.139,4.545,0.005,0.294,-111.29,0.005,111.29,270.003,1.879,0.294,28.61,-80.601,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.003,90,14.858,1010.684,0.001,340.303,0.012,1.189e5,2.5,4.909,0.211,0.342,5.965e-4
